scenario_id,method_family,model_slug,model_short,true_effect,estimated,rel_error,L2b,L2b_plus,method_confidence,specification_confidence,numerical_confidence
s61,EVENT_STUDY,gpt-4o,GPT-4o,0.018012,0.1789554,8.9353,1,0,1.0,0.8,0.7
s62,EVENT_STUDY,gpt-4o,GPT-4o,-0.017795,0.006807347,1.3825,1,0,0.95,0.8,0.7
s63,EVENT_STUDY,gpt-4o,GPT-4o,0.015153,,,1,0,0.95,0.8,0.7
s64,EVENT_STUDY,gpt-4o,GPT-4o,-0.023212,,,1,0,0.95,0.8,0.7
s65,EVENT_STUDY,gpt-4o,GPT-4o,0.028048,,,1,0,0.95,0.85,0.7
s66,EVENT_STUDY,gpt-4o,GPT-4o,-0.01299,-0.06820738,4.2508,1,0,0.95,0.8,0.75
s67,IV,gpt-4o,GPT-4o,0.487238,0.4872382,0.0,1,1,0.9,0.85,0.75
s68,IV,gpt-4o,GPT-4o,-0.434746,-0.4347463,0.0,1,1,0.95,0.85,0.75
s69,IV,gpt-4o,GPT-4o,0.405397,1.0,1.4667,1,0,0.95,0.8,0.7
s70,IV,gpt-4o,GPT-4o,-0.292427,-0.2924272,0.0,1,1,0.95,0.85,0.75
s71,IV,gpt-4o,GPT-4o,0.511746,0.51174554,0.0,1,1,0.95,0.8,0.75
s72,IV,gpt-4o,GPT-4o,-0.469252,-0.4692516,0.0,1,1,0.95,0.85,0.7
s73,IV,gpt-4o,GPT-4o,0.412201,0.4122,0.0,1,1,0.95,0.85,0.7
s74,IV,gpt-4o,GPT-4o,-0.153897,,,0,0,0.85,0.8,0.75
s75,IV,gpt-4o,GPT-4o,0.449853,0.449853,0.0,1,1,0.9,0.75,0.7
s76,IV,gpt-4o,GPT-4o,-0.193643,-0.1936427,0.0,1,1,0.95,0.8,0.7
s77,IV,gpt-4o,GPT-4o,0.637287,,,1,0,0.9,0.75,0.7
s78,IV,gpt-4o,GPT-4o,-0.314225,-0.314225,0.0,1,1,0.85,0.7,0.6
s79,IV,gpt-4o,GPT-4o,0.229228,0.166640871067737,0.273,1,1,0.9,0.85,0.7
s80,IV,gpt-4o,GPT-4o,-0.302934,,,0,0,0.9,0.75,0.7
s81,IV,gpt-4o,GPT-4o,0.387703,,,1,0,0.95,0.85,0.75
s82,IV,gpt-4o,GPT-4o,0.003635,0.0036345,0.0001,1,1,0.9,0.75,0.5
s83,IV,gpt-4o,GPT-4o,0.212884,0.08307,0.6098,1,0,0.9,0.75,0.65
s84,IV,gpt-4o,GPT-4o,-0.189002,,,1,0,0.9,0.75,0.7
s85,RDD,gpt-4o,GPT-4o,0.245421,,,0,0,1.0,0.85,0.75
s86,RDD,gpt-4o,GPT-4o,0.204599,1.0,3.8876,1,0,0.95,0.6,0.5
s87,RDD,gpt-4o,GPT-4o,0.295137,1.0,2.3883,1,0,0.95,0.8,0.75
s88,RDD,gpt-4o,GPT-4o,0.127651,,,0,0,0.95,0.8,0.75
s89,RDD,gpt-4o,GPT-4o,0.23643,1.0,3.2296,1,0,0.95,0.75,0.6
s90,RDD,gpt-4o,GPT-4o,0.224653,,,0,0,0.95,0.8,0.75
s91,RDD,gpt-4o,GPT-4o,0.146146,,,0,0,0.9,0.75,0.65
s92,RDD,gpt-4o,GPT-4o,0.275003,,,0,0,0.95,0.85,0.75
s93,RDD,gpt-4o,GPT-4o,0.17718,1.0,4.644,1,0,0.95,0.85,0.75
s94,RDD,gpt-4o,GPT-4o,0.264096,,,0,0,0.95,0.75,0.65
s95,RDD,gpt-4o,GPT-4o,0.31655,1.0,2.1591,1,0,0.95,0.8,0.7
s96,RDD,gpt-4o,GPT-4o,0.191463,,,0,0,0.95,0.85,0.75
s97,RDD,gpt-4o,GPT-4o,0.204837,,,0,0,0.95,0.85,0.75
s98,RDD,gpt-4o,GPT-4o,0.05694,1.0,16.5623,1,0,0.95,0.75,0.65
s99,RDD,gpt-4o,GPT-4o,0.243461,,,0,0,0.95,0.8,0.7
s100,RDD,gpt-4o,GPT-4o,0.199386,1.0,4.0154,1,0,0.85,0.75,0.7
s01,DID,o3,o3,-0.238664,-0.2387,0.0002,1,1,0.8,0.55,0.3
s02,DID,o3,o3,-0.187556,-0.164,0.1256,1,1,0.85,0.6,0.4
s03,DID,o3,o3,0.284571,,,0,0,0.8,0.6,0.35
s04,DID,o3,o3,0.105831,,,0,0,0.65,0.7,0.3
s05,DID,o3,o3,0.263036,,,0,0,0.75,0.25,0.3
s06,DID,o3,o3,0.249357,,,0,0,0.78,0.7,0.4
s07,DID,o3,o3,-0.159497,,,0,0,0.8,0.55,0.4
s08,DID,o3,o3,-0.304917,,,0,0,0.75,0.65,0.4
s09,DID,o3,o3,0.2975,0.2975003,0.0,1,1,0.75,0.7,0.4
s10,DID,o3,o3,0.369059,0.3908,0.0589,1,1,0.72,0.64,0.3
s11,EVENT_STUDY,o3,o3,-0.020114,,,0,0,0.8,0.35,0.25
s12,EVENT_STUDY,o3,o3,-0.02601,-0.0485,0.8647,1,0,0.8,0.6,0.45
s13,EVENT_STUDY,o3,o3,-0.017892,-1.0,54.8909,1,0,0.8,0.65,0.3
s14,EVENT_STUDY,o3,o3,0.022646,0.0665,1.9365,1,0,0.8,0.55,0.3
s15,EVENT_STUDY,o3,o3,0.029133,,,0,0,0.8,0.55,0.4
s16,EVENT_STUDY,o3,o3,-0.026697,,,0,0,0.75,0.3,0.15
s17,EVENT_STUDY,o3,o3,-0.035,,,0,0,0.8,0.6,0.4
s18,EVENT_STUDY,o3,o3,-0.014546,,,0,0,0.6,0.7,0.4
s19,IV,o3,o3,0.217518,,,0,0,0.7,0.55,0.3
s20,IV,o3,o3,0.496731,,,1,0,0.75,0.4,0.3
s21,IV,o3,o3,-0.208976,,,0,0,0.9,0.6,0.4
s22,IV,o3,o3,0.456663,,,0,0,0.8,0.6,0.3
s23,IV,o3,o3,0.193716,0.193716,0.0,1,1,0.85,0.35,0.25
s24,IV,o3,o3,-0.233107,0.383672,2.6459,1,0,0.45,0.3,0.25
s25,RDD,o3,o3,0.254304,0.2973277,0.1692,1,1,0.8,0.7,0.4
s26,RDD,o3,o3,0.244251,,,0,0,0.85,0.7,0.45
s27,RDD,o3,o3,0.261718,,,0,0,0.8,0.72,0.4
s28,RDD,o3,o3,-0.23935,,,0,0,0.8,0.55,0.3
s29,RDD,o3,o3,0.255068,0.3443,0.3498,1,1,0.85,0.65,0.35
s30,RDD,o3,o3,0.227563,,,1,0,0.85,0.55,0.3
s31,DID,o3,o3,-0.251343,,,0,0,0.8,0.65,0.3
s32,DID,o3,o3,0.311092,0.3111,0.0,1,1,0.8,0.7,0.3
s33,DID,o3,o3,-0.27914,,,0,0,0.8,0.4,0.3
s34,DID,o3,o3,0.153932,0.153932,0.0,1,1,0.68,0.6,0.25
s35,DID,o3,o3,-0.290525,,,0,0,0.75,0.45,0.3
s36,DID,o3,o3,0.207083,,,0,0,0.8,0.5,0.4
s37,DID,o3,o3,-0.180967,,,0,0,0.75,0.8,0.3
s38,DID,o3,o3,-0.161211,,,0,0,0.7,0.6,0.3
s39,DID,o3,o3,0.197254,,,0,0,0.75,0.6,0.3
s40,DID,o3,o3,0.412751,,,0,0,0.7,0.4,0.3
s41,DID,o3,o3,-0.08474,,,0,0,0.6,0.55,0.3
s42,DID,o3,o3,0.182152,,,0,0,0.8,0.55,0.3
s43,DID,o3,o3,-0.188272,,,0,0,0.8,0.65,0.4
s44,DID,o3,o3,0.143254,,,0,0,0.72,0.63,0.4
s45,DID,o3,o3,-0.278644,,,0,0,0.75,0.7,0.3
s46,DID,o3,o3,-0.178946,-0.1789,0.0003,1,1,0.75,0.65,0.3
s47,DID,o3,o3,-0.251963,,,1,0,0.8,0.7,0.4
s48,DID,o3,o3,0.311359,,,0,0,0.8,0.7,0.4
s49,DID,o3,o3,-0.030578,,,0,0,0.75,0.7,0.3
s50,DID,o3,o3,0.406195,,,0,0,0.75,0.6,0.3
s51,EVENT_STUDY,o3,o3,-0.019207,-1.7827,91.8151,1,0,0.82,0.57,0.31
s52,EVENT_STUDY,o3,o3,0.025432,,,0,0,0.85,0.55,0.4
s53,EVENT_STUDY,o3,o3,-0.02978,-1.0,32.5796,1,0,0.85,0.6,0.45
s54,EVENT_STUDY,o3,o3,0.01811,-1.0,56.2181,1,0,0.8,0.3,0.2
s55,EVENT_STUDY,o3,o3,-0.027954,-0.0591,1.1142,1,0,0.8,0.55,0.3
s56,EVENT_STUDY,o3,o3,0.022125,,,1,0,0.82,0.55,0.3
s57,EVENT_STUDY,o3,o3,-0.015384,-1.0,64.0026,1,0,0.78,0.42,0.3
s58,EVENT_STUDY,o3,o3,-0.024748,0.0301,2.2163,1,0,0.8,0.55,0.3
s59,EVENT_STUDY,o3,o3,0.029434,,,1,0,0.8,0.6,0.4
s60,EVENT_STUDY,o3,o3,-0.021024,,,0,0,0.75,0.45,0.3
s61,EVENT_STUDY,o3,o3,0.018012,,,0,0,0.8,0.4,0.3
s62,EVENT_STUDY,o3,o3,-0.017795,,,1,0,0.8,0.65,0.4
s63,EVENT_STUDY,o3,o3,0.015153,,,0,0,0.8,0.55,0.4
s64,EVENT_STUDY,o3,o3,-0.023212,,,0,0,0.8,0.6,0.4
s65,EVENT_STUDY,o3,o3,0.028048,-1.0,36.6532,1,0,0.8,0.5,0.3
s66,EVENT_STUDY,o3,o3,-0.01299,,,1,0,0.85,0.45,0.35
s67,IV,o3,o3,0.487238,0.487,0.0005,1,1,0.7,0.6,0.35
s68,IV,o3,o3,-0.434746,0.376855,1.8668,1,0,0.85,0.6,0.4
s69,IV,o3,o3,0.405397,0.4053975,0.0,1,1,0.82,0.68,0.4
s70,IV,o3,o3,-0.292427,,,1,0,0.6,0.4,0.3
s71,IV,o3,o3,0.511746,,,1,0,0.65,0.45,0.3
s72,IV,o3,o3,-0.469252,,,0,0,0.72,0.58,0.3
s73,IV,o3,o3,0.412201,,,0,0,0.75,0.5,0.3
s74,IV,o3,o3,-0.153897,0.3843,3.4971,1,0,0.7,0.45,0.25
s75,IV,o3,o3,0.449853,0.4498533,0.0,1,1,0.75,0.45,0.3
s76,IV,o3,o3,-0.193643,,,1,0,0.7,0.4,0.3
s77,IV,o3,o3,0.637287,,,0,0,0.8,0.45,0.3
s78,IV,o3,o3,-0.314225,,,0,0,0.65,0.35,0.3
s79,IV,o3,o3,0.229228,1.024525,3.4695,1,0,0.7,0.55,0.3
s80,IV,o3,o3,-0.302934,0.5813,2.9189,1,0,0.55,0.3,0.25
s81,IV,o3,o3,0.387703,0.3877025,0.0,1,1,0.75,0.4,0.3
s82,IV,o3,o3,0.003635,,,1,0,0.7,0.4,0.25
s83,IV,o3,o3,0.212884,,,1,0,0.78,0.55,0.3
s84,IV,o3,o3,-0.189002,,,0,0,0.8,0.7,0.3
s85,RDD,o3,o3,0.245421,,,0,0,0.85,0.65,0.35
s86,RDD,o3,o3,0.204599,0.2015,0.0151,1,1,0.9,0.55,0.4
s87,RDD,o3,o3,0.295137,,,0,0,0.85,0.6,0.3
s88,RDD,o3,o3,0.127651,,,0,0,0.85,0.65,0.35
s89,RDD,o3,o3,0.23643,,,1,0,0.85,0.6,0.3
s90,RDD,o3,o3,0.224653,1.0,3.4513,1,0,0.8,0.7,0.45
s91,RDD,o3,o3,0.146146,0.0542,0.6291,1,0,0.85,0.6,0.35
s92,RDD,o3,o3,0.275003,0.3017534,0.0973,1,1,0.8,0.65,0.4
s93,RDD,o3,o3,0.17718,1.0,4.644,1,0,0.85,0.6,0.4
s94,RDD,o3,o3,0.264096,,,0,0,0.85,0.72,0.4
s95,RDD,o3,o3,0.31655,,,0,0,0.9,0.7,0.35
s96,RDD,o3,o3,0.191463,0.2596,0.3559,1,1,0.8,0.6,0.35
s97,RDD,o3,o3,0.204837,,,0,0,0.8,0.7,0.5
s98,RDD,o3,o3,0.05694,,,0,0,0.75,0.6,0.3
s99,RDD,o3,o3,0.243461,0.2011,0.174,1,1,0.85,0.55,0.3
s100,RDD,o3,o3,0.199386,0.098,0.5085,1,0,0.75,0.6,0.35
s01,DID,moonshot-v1-128k,Kimi,-0.238664,-0.238664,0.0,1,1,0.9,0.8,0.7
s02,DID,moonshot-v1-128k,Kimi,-0.187556,0.244583,2.3041,1,0,0.9,0.8,0.6
s03,DID,moonshot-v1-128k,Kimi,0.284571,,,0,0,0.9,0.8,0.6
s04,DID,moonshot-v1-128k,Kimi,0.105831,0.524496,3.956,1,0,0.9,0.8,0.6
s05,DID,moonshot-v1-128k,Kimi,0.263036,,,0,0,0.9,0.8,0.7
s06,DID,moonshot-v1-128k,Kimi,0.249357,,,1,0,0.9,0.8,0.7
s07,DID,moonshot-v1-128k,Kimi,-0.159497,,,0,0,0.8,0.7,0.6
s08,DID,moonshot-v1-128k,Kimi,-0.304917,,,0,0,0.8,0.7,0.6
s09,DID,moonshot-v1-128k,Kimi,0.2975,,,0,0,0.9,0.8,0.7
s10,DID,moonshot-v1-128k,Kimi,0.369059,,,0,0,0.9,0.8,0.6
s11,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.020114,,,0,0,0.9,0.8,0.6
s12,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.02601,,,0,0,0.9,0.8,0.7
s13,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.017892,-0.03288083,0.8377,1,0,0.9,0.8,0.7
s14,EVENT_STUDY,moonshot-v1-128k,Kimi,0.022646,1.0,43.1579,1,0,0.9,0.8,0.7
s15,EVENT_STUDY,moonshot-v1-128k,Kimi,0.029133,,,0,0,0.9,0.8,0.7
s16,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.026697,,,0,0,0.9,0.7,0.6
s17,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.035,,,0,0,0.9,0.7,0.6
s18,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.014546,,,0,0,0.8,0.7,0.6
s19,IV,moonshot-v1-128k,Kimi,0.217518,0.21798,0.0021,1,1,0.8,0.7,0.5
s20,IV,moonshot-v1-128k,Kimi,0.496731,,,0,0,0.8,0.7,0.5
s21,IV,moonshot-v1-128k,Kimi,-0.208976,,,1,0,0.9,0.8,0.6
s22,IV,moonshot-v1-128k,Kimi,0.456663,1.148109,1.5141,1,0,0.8,0.7,0.6
s23,IV,moonshot-v1-128k,Kimi,0.193716,,,0,0,0.8,0.7,0.6
s24,IV,moonshot-v1-128k,Kimi,-0.233107,,,0,0,0.7,0.8,0.5
s25,RDD,moonshot-v1-128k,Kimi,0.254304,,,0,0,0.8,0.7,0.6
s26,RDD,moonshot-v1-128k,Kimi,0.244251,,,0,0,0.9,0.8,0.7
s27,RDD,moonshot-v1-128k,Kimi,0.261718,,,0,0,0.9,0.8,0.7
s28,RDD,moonshot-v1-128k,Kimi,-0.23935,,,1,0,0.8,0.7,0.6
s29,RDD,moonshot-v1-128k,Kimi,0.255068,,,0,0,0.9,0.8,0.6
s30,RDD,moonshot-v1-128k,Kimi,0.227563,,,0,0,0.8,0.7,0.6
s31,DID,moonshot-v1-128k,Kimi,-0.251343,0.115008,1.4576,1,0,0.9,0.8,0.6
s32,DID,moonshot-v1-128k,Kimi,0.311092,0.67621,1.1737,1,0,0.9,0.8,0.7
s33,DID,moonshot-v1-128k,Kimi,-0.27914,-0.27914,0.0,1,1,0.9,0.8,0.7
s34,DID,moonshot-v1-128k,Kimi,0.153932,0.564224,2.6654,1,0,0.9,0.8,0.6
s35,DID,moonshot-v1-128k,Kimi,-0.290525,,,0,0,0.9,0.8,0.7
s36,DID,moonshot-v1-128k,Kimi,0.207083,0.616545,1.9773,1,0,0.9,0.8,0.6
s37,DID,moonshot-v1-128k,Kimi,-0.180967,0.222978,2.2321,1,0,0.9,0.8,0.6
s38,DID,moonshot-v1-128k,Kimi,-0.161211,0.25744,2.5969,1,0,0.9,0.8,0.6
s39,DID,moonshot-v1-128k,Kimi,0.197254,0.197254,0.0,1,1,0.9,0.8,0.7
s40,DID,moonshot-v1-128k,Kimi,0.412751,0.760546,0.8426,1,0,0.9,0.8,0.7
s41,DID,moonshot-v1-128k,Kimi,-0.08474,0.27122,4.2006,1,0,0.9,0.8,0.6
s42,DID,moonshot-v1-128k,Kimi,0.182152,0.673488,2.6974,1,0,0.9,0.8,0.6
s43,DID,moonshot-v1-128k,Kimi,-0.188272,0.118652,1.6302,1,0,0.8,0.7,0.6
s44,DID,moonshot-v1-128k,Kimi,0.143254,,,0,0,0.9,0.8,0.6
s45,DID,moonshot-v1-128k,Kimi,-0.278644,0.216644,1.7775,1,0,0.9,0.8,0.6
s46,DID,moonshot-v1-128k,Kimi,-0.178946,0.30449,2.7016,1,0,0.9,0.8,0.7
s47,DID,moonshot-v1-128k,Kimi,-0.251963,-0.251963,0.0,1,1,0.9,0.8,0.6
s48,DID,moonshot-v1-128k,Kimi,0.311359,0.4128588,0.326,1,1,0.9,0.8,0.7
s49,DID,moonshot-v1-128k,Kimi,-0.030578,0.366824,12.9963,1,0,0.9,0.8,0.7
s50,DID,moonshot-v1-128k,Kimi,0.406195,0.703571,0.7321,1,0,0.9,0.8,0.6
s51,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.019207,,,1,0,0.9,0.8,0.6
s52,EVENT_STUDY,moonshot-v1-128k,Kimi,0.025432,,,1,0,0.9,0.7,0.6
s53,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.02978,,,0,0,0.9,0.8,0.7
s54,EVENT_STUDY,moonshot-v1-128k,Kimi,0.01811,0.45733,24.2529,1,0,0.9,0.8,0.6
s55,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.027954,,,0,0,0.9,0.7,0.6
s56,EVENT_STUDY,moonshot-v1-128k,Kimi,0.022125,,,0,0,0.9,0.7,0.6
s57,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.015384,,,0,0,0.9,0.8,0.7
s58,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.024748,,,1,0,0.8,0.7,0.6
s59,EVENT_STUDY,moonshot-v1-128k,Kimi,0.029434,,,0,0,0.9,0.7,0.6
s60,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.021024,,,0,0,0.9,0.8,0.7
s61,EVENT_STUDY,moonshot-v1-128k,Kimi,0.018012,,,1,0,0.8,0.7,0.6
s62,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.017795,,,0,0,0.9,0.8,0.7
s63,EVENT_STUDY,moonshot-v1-128k,Kimi,0.015153,,,1,0,0.9,0.8,0.7
s64,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.023212,,,0,0,0.8,0.7,0.6
s65,EVENT_STUDY,moonshot-v1-128k,Kimi,0.028048,,,0,0,0.9,0.8,0.6
s66,EVENT_STUDY,moonshot-v1-128k,Kimi,-0.01299,,,0,0,0.9,0.8,0.6
s67,IV,moonshot-v1-128k,Kimi,0.487238,,,1,0,0.8,0.7,0.6
s68,IV,moonshot-v1-128k,Kimi,-0.434746,,,1,0,0.8,0.7,0.6
s69,IV,moonshot-v1-128k,Kimi,0.405397,,,1,0,0.9,0.8,0.6
s70,IV,moonshot-v1-128k,Kimi,-0.292427,,,0,0,0.8,0.7,0.6
s71,IV,moonshot-v1-128k,Kimi,0.511746,,,0,0,0.8,0.7,0.6
s72,IV,moonshot-v1-128k,Kimi,-0.469252,,,0,0,0.8,0.7,0.6
s73,IV,moonshot-v1-128k,Kimi,0.412201,,,1,0,0.8,0.7,0.5
s74,IV,moonshot-v1-128k,Kimi,-0.153897,,,0,0,0.8,0.7,0.6
s75,IV,moonshot-v1-128k,Kimi,0.449853,,,0,0,0.9,0.8,0.6
s76,IV,moonshot-v1-128k,Kimi,-0.193643,,,1,0,0.9,0.8,0.6
s77,IV,moonshot-v1-128k,Kimi,0.637287,,,0,0,0.8,0.7,0.6
s78,IV,moonshot-v1-128k,Kimi,-0.314225,,,0,0,0.8,0.7,0.6
s79,IV,moonshot-v1-128k,Kimi,0.229228,,,0,0,0.8,0.7,0.6
s80,IV,moonshot-v1-128k,Kimi,-0.302934,,,1,0,0.8,0.7,0.6
s81,IV,moonshot-v1-128k,Kimi,0.387703,,,0,0,0.8,0.7,0.6
s82,IV,moonshot-v1-128k,Kimi,0.003635,,,1,0,0.8,0.7,0.6
s83,IV,moonshot-v1-128k,Kimi,0.212884,,,0,0,0.8,0.7,0.6
s84,IV,moonshot-v1-128k,Kimi,-0.189002,,,0,0,0.8,0.7,0.6
s85,RDD,moonshot-v1-128k,Kimi,0.245421,,,0,0,0.9,0.8,0.7
s86,RDD,moonshot-v1-128k,Kimi,0.204599,,,0,0,0.8,0.7,0.6
s87,RDD,moonshot-v1-128k,Kimi,0.295137,,,1,0,0.8,0.7,0.6
s88,RDD,moonshot-v1-128k,Kimi,0.127651,,,1,0,0.8,0.7,0.6
s89,RDD,moonshot-v1-128k,Kimi,0.23643,,,0,0,0.9,0.8,0.7
s90,RDD,moonshot-v1-128k,Kimi,0.224653,,,0,0,0.8,0.7,0.6
s91,RDD,moonshot-v1-128k,Kimi,0.146146,,,0,0,0.9,0.8,0.7
s92,RDD,moonshot-v1-128k,Kimi,0.275003,,,0,0,0.8,0.7,0.6
s93,RDD,moonshot-v1-128k,Kimi,0.17718,,,0,0,0.8,0.7,0.6
s94,RDD,moonshot-v1-128k,Kimi,0.264096,,,0,0,0.8,0.7,0.6
s95,RDD,moonshot-v1-128k,Kimi,0.31655,,,0,0,0.9,0.8,0.7
s96,RDD,moonshot-v1-128k,Kimi,0.191463,,,0,0,0.9,0.8,0.7
s97,RDD,moonshot-v1-128k,Kimi,0.204837,,,0,0,0.9,0.8,0.7
s98,RDD,moonshot-v1-128k,Kimi,0.05694,,,1,0,0.9,0.8,0.7
s99,RDD,moonshot-v1-128k,Kimi,0.243461,,,0,0,0.8,0.7,0.6
s100,RDD,moonshot-v1-128k,Kimi,0.199386,,,1,0,0.8,0.7,0.6
s01,DID,gemini-2.5-flash,Gemini,-0.238664,,,0,0,0.95,0.9,0.65
s02,DID,gemini-2.5-flash,Gemini,-0.187556,,,0,0,1.0,0.95,0.5
s03,DID,gemini-2.5-flash,Gemini,0.284571,0.2846,0.0001,1,1,0.95,0.95,0.65
s07,DID,gemini-2.5-flash,Gemini,-0.159497,,,0,0,1.0,1.0,0.4
s13,EVENT_STUDY,gemini-2.5-flash,Gemini,-0.017892,,,0,0,1.0,0.9,0.9
s19,IV,gemini-2.5-flash,Gemini,0.217518,0.21752,0.0,1,1,0.95,0.9,0.55
s23,IV,gemini-2.5-flash,Gemini,0.193716,,,0,0,0.95,0.1,0.1
s26,RDD,gemini-2.5-flash,Gemini,0.244251,,,0,0,1.0,0.95,0.85
s27,RDD,gemini-2.5-flash,Gemini,0.261718,,,0,0,0.98,0.95,0.85
s28,RDD,gemini-2.5-flash,Gemini,-0.23935,,,0,0,0.95,0.05,0.01
s29,RDD,gemini-2.5-flash,Gemini,0.255068,,,0,0,1.0,0.05,0.0
s33,DID,gemini-2.5-flash,Gemini,-0.27914,0.533271,2.9104,1,0,0.95,0.85,0.65
s34,DID,gemini-2.5-flash,Gemini,0.153932,,,0,0,0.95,0.6,0.05
s37,DID,gemini-2.5-flash,Gemini,-0.180967,0.449236,3.4824,1,0,0.9,0.9,0.6
s39,DID,gemini-2.5-flash,Gemini,0.197254,,,0,0,0.95,0.9,0.65
s40,DID,gemini-2.5-flash,Gemini,0.412751,,,0,0,0.95,0.98,0.55
s41,DID,gemini-2.5-flash,Gemini,-0.08474,,,0,0,0.9,0.7,0.5
s42,DID,gemini-2.5-flash,Gemini,0.182152,0.1822,0.0003,1,1,0.95,0.85,0.4
s43,DID,gemini-2.5-flash,Gemini,-0.188272,-0.1882721,0.0,1,1,0.95,0.98,0.45
s44,DID,gemini-2.5-flash,Gemini,0.143254,0.1432542,0.0,1,1,0.95,0.9,0.55
s45,DID,gemini-2.5-flash,Gemini,-0.278644,,,0,0,1.0,0.1,0.0
s46,DID,gemini-2.5-flash,Gemini,-0.178946,,,1,0,0.9,1.0,0.6
s47,DID,gemini-2.5-flash,Gemini,-0.251963,,,0,0,0.95,0.9,0.5
s51,EVENT_STUDY,gemini-2.5-flash,Gemini,-0.019207,,,0,0,0.95,0.9,0.7
s52,EVENT_STUDY,gemini-2.5-flash,Gemini,0.025432,,,0,0,0.95,0.55,0.5
s56,EVENT_STUDY,gemini-2.5-flash,Gemini,0.022125,-1.0,46.1977,1,0,0.95,0.8,0.6
s57,EVENT_STUDY,gemini-2.5-flash,Gemini,-0.015384,,,0,0,0.95,0.85,0.7
s59,EVENT_STUDY,gemini-2.5-flash,Gemini,0.029434,,,1,0,0.95,0.9,0.75
s60,EVENT_STUDY,gemini-2.5-flash,Gemini,-0.021024,1.0,48.5647,1,0,0.98,0.85,0.95
s61,EVENT_STUDY,gemini-2.5-flash,Gemini,0.018012,,,0,0,0.95,0.55,0.0
s63,EVENT_STUDY,gemini-2.5-flash,Gemini,0.015153,,,0,0,0.95,0.1,0.0
s64,EVENT_STUDY,gemini-2.5-flash,Gemini,-0.023212,,,0,0,0.98,0.05,0.0
s65,EVENT_STUDY,gemini-2.5-flash,Gemini,0.028048,,,0,0,1.0,0.0,0.0
s66,EVENT_STUDY,gemini-2.5-flash,Gemini,-0.01299,,,0,0,0.95,0.05,0.05
s67,IV,gemini-2.5-flash,Gemini,0.487238,1.0,1.0524,1,0,0.7,0.2,0.1
s68,IV,gemini-2.5-flash,Gemini,-0.434746,-0.434746,0.0,1,1,0.95,0.9,0.65
s70,IV,gemini-2.5-flash,Gemini,-0.292427,0.3937,2.3463,1,0,0.95,0.9,0.05
s71,IV,gemini-2.5-flash,Gemini,0.511746,,,0,0,0.9,0.4,0.3
s72,IV,gemini-2.5-flash,Gemini,-0.469252,,,0,0,0.9,0.0,0.0
s79,IV,gemini-2.5-flash,Gemini,0.229228,,,0,0,0.95,0.9,0.65
s80,IV,gemini-2.5-flash,Gemini,-0.302934,,,0,0,0.9,0.6,0.4
s84,IV,gemini-2.5-flash,Gemini,-0.189002,-0.189,0.0,1,1,0.95,0.9,0.6
s85,RDD,gemini-2.5-flash,Gemini,0.245421,,,0,0,0.95,0.0,0.0
s90,RDD,gemini-2.5-flash,Gemini,0.224653,,,0,0,1.0,0.0,0.0
s92,RDD,gemini-2.5-flash,Gemini,0.275003,,,0,0,0.95,0.0,0.0
s95,RDD,gemini-2.5-flash,Gemini,0.31655,,,0,0,0.95,0.05,0.05
s96,RDD,gemini-2.5-flash,Gemini,0.191463,,,0,0,0.95,0.4,0.35
s100,RDD,gemini-2.5-flash,Gemini,0.199386,,,0,0,1.0,0.0,0.0
s01,DID,gpt-5,GPT-5,-0.238664,,,0,0,0.92,0.68,0.58
s02,DID,gpt-5,GPT-5,-0.187556,,,0,0,0.9,0.7,0.6
s03,DID,gpt-5,GPT-5,0.284571,0.2846,0.0001,1,1,0.9,0.82,0.4
s04,DID,gpt-5,GPT-5,0.105831,0.105831,0.0,1,1,0.78,0.81,0.4
s05,DID,gpt-5,GPT-5,0.263036,0.263,0.0001,1,1,0.74,0.57,0.41
s06,DID,gpt-5,GPT-5,0.249357,,,1,0,0.76,0.82,0.58
s08,DID,gpt-5,GPT-5,-0.304917,-0.3049,0.0001,1,1,0.88,0.86,0.5
s09,DID,gpt-5,GPT-5,0.2975,0.2975,0.0,1,1,0.9,0.66,0.7
s10,DID,gpt-5,GPT-5,0.369059,,,0,0,0.88,0.8,0.58
s11,EVENT_STUDY,gpt-5,GPT-5,-0.020114,-0.04099,1.0379,1,0,0.85,0.52,0.32
s12,EVENT_STUDY,gpt-5,GPT-5,-0.02601,1.0,39.4468,1,0,0.92,0.7,0.76
s13,EVENT_STUDY,gpt-5,GPT-5,-0.017892,,,0,0,0.85,0.6,0.3
